"","District","value.ID","value.NO2_column_number_density","month","year","no2"
"79","moshi",1,49.9815673828125,"08","2018","NO2"
"80","moshi",1,47.5676078796387,"08","2018","NO2"
"81","moshi",1,46.7427635192871,"08","2018","NO2"
"82","moshi",1,47.5291862487793,"08","2018","NO2"
"83","moshi",1,46.5635566711426,"08","2018","NO2"
"84","moshi",1,48.5780868530273,"08","2018","NO2"
"85","moshi",1,47.0598297119141,"08","2018","NO2"
"86","moshi",1,47.8843803405762,"08","2018","NO2"
"87","moshi",1,48.495979309082,"08","2018","NO2"
"88","moshi",1,48.495979309082,"08","2018","NO2"
"89","moshi",1,49.3569107055664,"08","2018","NO2"
"90","moshi",1,50.0204467773438,"08","2018","NO2"
"91","moshi",1,49.3730354309082,"08","2018","NO2"
"92","moshi",1,47.3733406066895,"08","2018","NO2"
"93","moshi",1,48.2250709533691,"08","2018","NO2"
"94","moshi",1,48.156608581543,"08","2018","NO2"
"95","moshi",1,48.5780868530273,"08","2018","NO2"
"96","moshi",1,47.0598297119141,"08","2018","NO2"
"97","moshi",1,47.8843803405762,"08","2018","NO2"
"98","moshi",1,48.495979309082,"08","2018","NO2"
"99","moshi",1,48.495979309082,"08","2018","NO2"
"100","moshi",1,49.3569107055664,"08","2018","NO2"
"101","moshi",1,50.0204467773438,"08","2018","NO2"
"102","moshi",1,49.3730354309082,"08","2018","NO2"
"103","moshi",1,47.3733406066895,"08","2018","NO2"
"104","moshi",1,48.2250709533691,"08","2018","NO2"
"105","moshi",1,48.9392738342285,"08","2018","NO2"
"106","moshi",1,49.2194976806641,"08","2018","NO2"
"107","moshi",1,49.2098846435547,"08","2018","NO2"
"108","moshi",1,49.2098846435547,"08","2018","NO2"
"109","moshi",1,49.546989440918,"08","2018","NO2"
"110","moshi",1,49.4721794128418,"08","2018","NO2"
"111","moshi",1,49.3569107055664,"08","2018","NO2"
"112","moshi",1,49.3569107055664,"08","2018","NO2"
"113","moshi",1,49.7905006408691,"08","2018","NO2"
"114","moshi",1,49.9632759094238,"08","2018","NO2"
"115","moshi",1,48.2431106567383,"09","2018","NO2"
"116","moshi",1,49.042423248291,"09","2018","NO2"
"117","moshi",1,49.6226959228516,"09","2018","NO2"
"118","moshi",1,48.850212097168,"09","2018","NO2"
"119","moshi",1,48.850212097168,"09","2018","NO2"
"120","moshi",1,48.399658203125,"09","2018","NO2"
"121","moshi",1,50.3873443603516,"09","2018","NO2"
"122","moshi",1,50.3873443603516,"09","2018","NO2"
"123","moshi",1,48.970027923584,"09","2018","NO2"
"124","moshi",1,48.970027923584,"09","2018","NO2"
"125","moshi",1,49.0830993652344,"09","2018","NO2"
"126","moshi",1,48.1471061706543,"09","2018","NO2"
"127","moshi",1,47.9866065979004,"09","2018","NO2"
"128","moshi",1,47.4951820373535,"09","2018","NO2"
"129","moshi",1,49.9841575622559,"09","2018","NO2"
"130","moshi",1,50.3873443603516,"09","2018","NO2"
"131","moshi",1,50.3873443603516,"09","2018","NO2"
"132","moshi",1,50.3873443603516,"09","2018","NO2"
"133","moshi",1,48.9671173095703,"09","2018","NO2"
"134","moshi",1,48.9671173095703,"09","2018","NO2"
"135","moshi",1,49.1301536560059,"09","2018","NO2"
"136","moshi",1,48.3935928344727,"09","2018","NO2"
"137","moshi",1,47.4405784606934,"09","2018","NO2"
"138","moshi",1,47.1740493774414,"09","2018","NO2"
"139","moshi",1,47.3360176086426,"09","2018","NO2"
"140","moshi",1,46.5051536560059,"09","2018","NO2"
"141","moshi",1,50.3873443603516,"09","2018","NO2"
"142","moshi",1,50.3873443603516,"09","2018","NO2"
"143","moshi",1,50.0375595092773,"09","2018","NO2"
"144","moshi",1,49.5359382629395,"09","2018","NO2"
"145","moshi",1,49.5359382629395,"09","2018","NO2"
"146","moshi",1,49.1329154968262,"09","2018","NO2"
"147","moshi",1,49.1568794250488,"09","2018","NO2"
"148","moshi",1,48.7590141296387,"09","2018","NO2"
"149","moshi",1,47.8457984924316,"09","2018","NO2"
"150","moshi",1,47.5652656555176,"09","2018","NO2"
"151","moshi",1,46.1045570373535,"09","2018","NO2"
"152","moshi",1,50.3873443603516,"09","2018","NO2"
"153","moshi",1,50.3873443603516,"09","2018","NO2"
"154","moshi",1,50.0375595092773,"09","2018","NO2"
"155","moshi",1,49.5359382629395,"09","2018","NO2"
"156","moshi",1,49.5359382629395,"09","2018","NO2"
"157","moshi",1,49.1329154968262,"09","2018","NO2"
"158","moshi",1,49.1568794250488,"09","2018","NO2"
"159","moshi",1,48.7590141296387,"09","2018","NO2"
"160","moshi",1,47.8457984924316,"09","2018","NO2"
"161","moshi",1,47.5652656555176,"09","2018","NO2"
"162","moshi",1,50.3873443603516,"09","2018","NO2"
"163","moshi",1,50.3873443603516,"09","2018","NO2"
"164","moshi",1,49.0966415405273,"09","2018","NO2"
"165","moshi",1,49.0966415405273,"09","2018","NO2"
"166","moshi",1,49.0428886413574,"09","2018","NO2"
"167","moshi",1,50.3680992126465,"09","2018","NO2"
"168","moshi",1,50.3416976928711,"09","2018","NO2"
"169","moshi",1,50.3416976928711,"09","2018","NO2"
"170","moshi",1,48.9992523193359,"09","2018","NO2"
"171","moshi",1,49.6830406188965,"09","2018","NO2"
"172","moshi",1,49.0465278625488,"10","2018","NO2"
"173","moshi",1,49.8459053039551,"10","2018","NO2"
"174","moshi",1,49.5577239990234,"10","2018","NO2"
"175","moshi",1,48.891429901123,"10","2018","NO2"
"176","moshi",1,48.891429901123,"10","2018","NO2"
"177","moshi",1,48.891429901123,"10","2018","NO2"
"178","moshi",1,49.8459053039551,"10","2018","NO2"
"179","moshi",1,49.8459053039551,"10","2018","NO2"
"180","moshi",1,48.891429901123,"10","2018","NO2"
"181","moshi",1,48.891429901123,"10","2018","NO2"
"182","moshi",1,48.5447158813477,"10","2018","NO2"
"183","moshi",1,48.3618965148926,"10","2018","NO2"
"184","moshi",1,48.2092056274414,"10","2018","NO2"
"185","moshi",1,46.306568145752,"10","2018","NO2"
"186","moshi",1,49.8503723144531,"10","2018","NO2"
"187","moshi",1,49.8503723144531,"10","2018","NO2"
"188","moshi",1,49.8503723144531,"10","2018","NO2"
"189","moshi",1,49.8459053039551,"10","2018","NO2"
"190","moshi",1,49.2895545959473,"10","2018","NO2"
"191","moshi",1,49.2895545959473,"10","2018","NO2"
"192","moshi",1,48.891429901123,"10","2018","NO2"
"193","moshi",1,48.677864074707,"10","2018","NO2"
"194","moshi",1,48.2877349853516,"10","2018","NO2"
"195","moshi",1,47.134105682373,"10","2018","NO2"
"196","moshi",1,48.0386619567871,"10","2018","NO2"
"197","moshi",1,46.9471397399902,"10","2018","NO2"
"198","moshi",1,50.3634071350098,"10","2018","NO2"
"199","moshi",1,49.2464561462402,"10","2018","NO2"
"200","moshi",1,49.0098114013672,"10","2018","NO2"
"201","moshi",1,48.9443244934082,"10","2018","NO2"
"202","moshi",1,48.9443244934082,"10","2018","NO2"
"203","moshi",1,48.677864074707,"10","2018","NO2"
"204","moshi",1,46.845027923584,"10","2018","NO2"
"205","moshi",1,48.2877349853516,"10","2018","NO2"
"206","moshi",1,47.6177978515625,"10","2018","NO2"
"207","moshi",1,47.0521202087402,"10","2018","NO2"
"208","moshi",1,46.5810699462891,"10","2018","NO2"
"209","moshi",1,50.3634071350098,"10","2018","NO2"
"210","moshi",1,49.2464561462402,"10","2018","NO2"
"211","moshi",1,49.0098114013672,"10","2018","NO2"
"212","moshi",1,48.9443244934082,"10","2018","NO2"
"213","moshi",1,48.9443244934082,"10","2018","NO2"
"214","moshi",1,48.677864074707,"10","2018","NO2"
"215","moshi",1,46.845027923584,"10","2018","NO2"
"216","moshi",1,48.2877349853516,"10","2018","NO2"
"217","moshi",1,47.6177978515625,"10","2018","NO2"
"218","moshi",1,47.0521202087402,"10","2018","NO2"
"219","moshi",1,46.1451988220215,"10","2018","NO2"
"220","moshi",1,48.1247062683105,"10","2018","NO2"
"221","moshi",1,47.9379539489746,"10","2018","NO2"
"222","moshi",1,47.9379539489746,"10","2018","NO2"
"223","moshi",1,48.677864074707,"10","2018","NO2"
"224","moshi",1,47.1739463806152,"10","2018","NO2"
"225","moshi",1,46.5455589294434,"10","2018","NO2"
"226","moshi",1,46.5455589294434,"10","2018","NO2"
"227","moshi",1,48.677864074707,"10","2018","NO2"
"228","moshi",1,48.677864074707,"10","2018","NO2"
"229","moshi",1,42.5412178039551,"11","2018","NO2"
"230","moshi",1,42.5492134094238,"11","2018","NO2"
"231","moshi",1,43.8368988037109,"11","2018","NO2"
"232","moshi",1,44.7760887145996,"11","2018","NO2"
"233","moshi",1,44.7760887145996,"11","2018","NO2"
"234","moshi",1,44.3865280151367,"11","2018","NO2"
"235","moshi",1,45.1126518249512,"11","2018","NO2"
"236","moshi",1,45.362964630127,"11","2018","NO2"
"237","moshi",1,46.1918334960938,"11","2018","NO2"
"238","moshi",1,46.1918334960938,"11","2018","NO2"
"239","moshi",1,45.7360992431641,"11","2018","NO2"
"240","moshi",1,45.3445358276367,"11","2018","NO2"
"241","moshi",1,44.0701332092285,"11","2018","NO2"
"242","moshi",1,44.0775756835938,"11","2018","NO2"
"243","moshi",1,45.702075958252,"11","2018","NO2"
"244","moshi",1,45.5802764892578,"11","2018","NO2"
"245","moshi",1,44.1216506958008,"11","2018","NO2"
"246","moshi",1,45.362964630127,"11","2018","NO2"
"247","moshi",1,45.8973655700684,"11","2018","NO2"
"248","moshi",1,45.8973655700684,"11","2018","NO2"
"249","moshi",1,46.0006408691406,"11","2018","NO2"
"250","moshi",1,45.6215286254883,"11","2018","NO2"
"251","moshi",1,45.3656425476074,"11","2018","NO2"
"252","moshi",1,46.3383293151855,"11","2018","NO2"
"253","moshi",1,46.0934066772461,"11","2018","NO2"
"254","moshi",1,44.9047966003418,"11","2018","NO2"
"255","moshi",1,45.6975059509277,"11","2018","NO2"
"256","moshi",1,45.1418380737305,"11","2018","NO2"
"257","moshi",1,45.362964630127,"11","2018","NO2"
"258","moshi",1,45.362964630127,"11","2018","NO2"
"259","moshi",1,45.362964630127,"11","2018","NO2"
"260","moshi",1,46.0988464355469,"11","2018","NO2"
"261","moshi",1,45.7454986572266,"11","2018","NO2"
"262","moshi",1,45.6347846984863,"11","2018","NO2"
"263","moshi",1,46.0440559387207,"11","2018","NO2"
"264","moshi",1,46.7392539978027,"11","2018","NO2"
"265","moshi",1,45.2027206420898,"11","2018","NO2"
"266","moshi",1,45.6975059509277,"11","2018","NO2"
"267","moshi",1,45.1418380737305,"11","2018","NO2"
"268","moshi",1,45.362964630127,"11","2018","NO2"
"269","moshi",1,45.362964630127,"11","2018","NO2"
"270","moshi",1,45.362964630127,"11","2018","NO2"
"271","moshi",1,46.0988464355469,"11","2018","NO2"
"272","moshi",1,45.7454986572266,"11","2018","NO2"
"273","moshi",1,45.6347846984863,"11","2018","NO2"
"274","moshi",1,46.0440559387207,"11","2018","NO2"
"275","moshi",1,46.7392539978027,"11","2018","NO2"
"276","moshi",1,45.5280799865723,"11","2018","NO2"
"277","moshi",1,45.7512664794922,"11","2018","NO2"
"278","moshi",1,45.2690010070801,"11","2018","NO2"
"279","moshi",1,45.2690010070801,"11","2018","NO2"
"280","moshi",1,46.0927772521973,"11","2018","NO2"
"281","moshi",1,45.5280799865723,"11","2018","NO2"
"282","moshi",1,46.0927772521973,"11","2018","NO2"
"283","moshi",1,46.0927772521973,"11","2018","NO2"
"284","moshi",1,46.2136840820312,"11","2018","NO2"
"285","moshi",1,47.2473068237305,"11","2018","NO2"
"286","moshi",1,42.6024589538574,"12","2018","NO2"
"287","moshi",1,41.665657043457,"12","2018","NO2"
"288","moshi",1,42.4237022399902,"12","2018","NO2"
"289","moshi",1,42.5558815002441,"12","2018","NO2"
"290","moshi",1,42.5558815002441,"12","2018","NO2"
"291","moshi",1,41.665657043457,"12","2018","NO2"
"292","moshi",1,41.2315826416016,"12","2018","NO2"
"293","moshi",1,41.9545211791992,"12","2018","NO2"
"294","moshi",1,42.2204093933105,"12","2018","NO2"
"295","moshi",1,42.2204093933105,"12","2018","NO2"
"296","moshi",1,42.2650718688965,"12","2018","NO2"
"297","moshi",1,43.6636695861816,"12","2018","NO2"
"298","moshi",1,43.0317993164062,"12","2018","NO2"
"299","moshi",1,41.665657043457,"12","2018","NO2"
"300","moshi",1,39.2053184509277,"12","2018","NO2"
"301","moshi",1,40.165943145752,"12","2018","NO2"
"302","moshi",1,42.0824813842773,"12","2018","NO2"
"303","moshi",1,42.5974884033203,"12","2018","NO2"
"304","moshi",1,41.6816787719727,"12","2018","NO2"
"305","moshi",1,41.6816787719727,"12","2018","NO2"
"306","moshi",1,42.2254600524902,"12","2018","NO2"
"307","moshi",1,43.3974266052246,"12","2018","NO2"
"308","moshi",1,42.8674621582031,"12","2018","NO2"
"309","moshi",1,41.665657043457,"12","2018","NO2"
"310","moshi",1,41.492359161377,"12","2018","NO2"
"311","moshi",1,38.3559112548828,"12","2018","NO2"
"312","moshi",1,40.165943145752,"12","2018","NO2"
"313","moshi",1,40.5137557983398,"12","2018","NO2"
"314","moshi",1,41.7617721557617,"12","2018","NO2"
"315","moshi",1,40.1851387023926,"12","2018","NO2"
"316","moshi",1,40.1851387023926,"12","2018","NO2"
"317","moshi",1,40.1504249572754,"12","2018","NO2"
"318","moshi",1,41.665657043457,"12","2018","NO2"
"319","moshi",1,41.1639366149902,"12","2018","NO2"
"320","moshi",1,41.492359161377,"12","2018","NO2"
"321","moshi",1,41.665657043457,"12","2018","NO2"
"322","moshi",1,40.6557540893555,"12","2018","NO2"
"323","moshi",1,40.165943145752,"12","2018","NO2"
"324","moshi",1,40.5137557983398,"12","2018","NO2"
"325","moshi",1,41.7617721557617,"12","2018","NO2"
"326","moshi",1,40.1851387023926,"12","2018","NO2"
"327","moshi",1,40.1851387023926,"12","2018","NO2"
"328","moshi",1,40.1504249572754,"12","2018","NO2"
"329","moshi",1,41.665657043457,"12","2018","NO2"
"330","moshi",1,41.1639366149902,"12","2018","NO2"
"331","moshi",1,41.492359161377,"12","2018","NO2"
"332","moshi",1,41.665657043457,"12","2018","NO2"
"333","moshi",1,39.9884223937988,"12","2018","NO2"
"334","moshi",1,39.9884223937988,"12","2018","NO2"
"335","moshi",1,40.1081504821777,"12","2018","NO2"
"336","moshi",1,40.1081504821777,"12","2018","NO2"
"337","moshi",1,40.1081504821777,"12","2018","NO2"
"338","moshi",1,40.0521507263184,"12","2018","NO2"
"339","moshi",1,39.9884223937988,"12","2018","NO2"
"340","moshi",1,39.9884223937988,"12","2018","NO2"
"341","moshi",1,40.1081504821777,"12","2018","NO2"
"342","moshi",1,40.2511787414551,"12","2018","NO2"
"343","moshi",1,34.8369293212891,"01","2019","NO2"
"344","moshi",1,35.2012100219727,"01","2019","NO2"
"345","moshi",1,36.8885650634766,"01","2019","NO2"
"346","moshi",1,37.8124618530273,"01","2019","NO2"
"347","moshi",1,37.8124618530273,"01","2019","NO2"
"348","moshi",1,35.3891334533691,"01","2019","NO2"
"349","moshi",1,37.8675689697266,"01","2019","NO2"
"350","moshi",1,38.1428031921387,"01","2019","NO2"
"351","moshi",1,38.0624542236328,"01","2019","NO2"
"352","moshi",1,38.0624542236328,"01","2019","NO2"
"353","moshi",1,37.2260131835938,"01","2019","NO2"
"354","moshi",1,36.4446983337402,"01","2019","NO2"
"355","moshi",1,35.3764953613281,"01","2019","NO2"
"356","moshi",1,35.1828994750977,"01","2019","NO2"
"357","moshi",1,37.5153465270996,"01","2019","NO2"
"358","moshi",1,37.8028793334961,"01","2019","NO2"
"359","moshi",1,38.7680702209473,"01","2019","NO2"
"360","moshi",1,38.2508201599121,"01","2019","NO2"
"361","moshi",1,38.1599349975586,"01","2019","NO2"
"362","moshi",1,38.1599349975586,"01","2019","NO2"
"363","moshi",1,37.6328887939453,"01","2019","NO2"
"364","moshi",1,37.7665481567383,"01","2019","NO2"
"365","moshi",1,37.1429786682129,"01","2019","NO2"
"366","moshi",1,37.1429786682129,"01","2019","NO2"
"367","moshi",1,37.2881965637207,"01","2019","NO2"
"368","moshi",1,36.7744789123535,"01","2019","NO2"
"369","moshi",1,38.1404991149902,"01","2019","NO2"
"370","moshi",1,38.179370880127,"01","2019","NO2"
"371","moshi",1,38.179370880127,"01","2019","NO2"
"372","moshi",1,39.3567657470703,"01","2019","NO2"
"373","moshi",1,39.3567657470703,"01","2019","NO2"
"374","moshi",1,38.179370880127,"01","2019","NO2"
"375","moshi",1,38.179370880127,"01","2019","NO2"
"376","moshi",1,38.164421081543,"01","2019","NO2"
"377","moshi",1,37.7127647399902,"01","2019","NO2"
"378","moshi",1,37.2881965637207,"01","2019","NO2"
"379","moshi",1,37.2881965637207,"01","2019","NO2"
"380","moshi",1,38.1404991149902,"01","2019","NO2"
"381","moshi",1,38.179370880127,"01","2019","NO2"
"382","moshi",1,38.179370880127,"01","2019","NO2"
"383","moshi",1,39.3567657470703,"01","2019","NO2"
"384","moshi",1,39.3567657470703,"01","2019","NO2"
"385","moshi",1,38.179370880127,"01","2019","NO2"
"386","moshi",1,38.179370880127,"01","2019","NO2"
"387","moshi",1,38.164421081543,"01","2019","NO2"
"388","moshi",1,37.7127647399902,"01","2019","NO2"
"389","moshi",1,37.2881965637207,"01","2019","NO2"
"390","moshi",1,38.5527763366699,"01","2019","NO2"
"391","moshi",1,39.3567657470703,"01","2019","NO2"
"392","moshi",1,39.3567657470703,"01","2019","NO2"
"393","moshi",1,39.3567657470703,"01","2019","NO2"
"394","moshi",1,39.3187942504883,"01","2019","NO2"
"395","moshi",1,38.5807495117188,"01","2019","NO2"
"396","moshi",1,39.3567657470703,"01","2019","NO2"
"397","moshi",1,39.3567657470703,"01","2019","NO2"
"398","moshi",1,39.4072532653809,"01","2019","NO2"
"399","moshi",1,37.7665481567383,"01","2019","NO2"
"400","moshi",1,38.6154098510742,"02","2019","NO2"
"401","moshi",1,38.3541450500488,"02","2019","NO2"
"402","moshi",1,39.2848930358887,"02","2019","NO2"
"403","moshi",1,38.8333282470703,"02","2019","NO2"
"404","moshi",1,38.8333282470703,"02","2019","NO2"
"405","moshi",1,38.3541450500488,"02","2019","NO2"
"406","moshi",1,39.5895500183105,"02","2019","NO2"
"407","moshi",1,39.2798957824707,"02","2019","NO2"
"408","moshi",1,38.7015113830566,"02","2019","NO2"
"409","moshi",1,38.7015113830566,"02","2019","NO2"
"410","moshi",1,39.1364555358887,"02","2019","NO2"
"411","moshi",1,39.1364555358887,"02","2019","NO2"
"412","moshi",1,38.5734519958496,"02","2019","NO2"
"413","moshi",1,37.7713851928711,"02","2019","NO2"
"414","moshi",1,39.3109703063965,"02","2019","NO2"
"415","moshi",1,39.5895500183105,"02","2019","NO2"
"416","moshi",1,39.1054306030273,"02","2019","NO2"
"417","moshi",1,39.1157531738281,"02","2019","NO2"
"418","moshi",1,39.5132751464844,"02","2019","NO2"
"419","moshi",1,39.5132751464844,"02","2019","NO2"
"420","moshi",1,38.7893295288086,"02","2019","NO2"
"421","moshi",1,38.9780349731445,"02","2019","NO2"
"422","moshi",1,39.2099990844727,"02","2019","NO2"
"423","moshi",1,37.9951210021973,"02","2019","NO2"
"424","moshi",1,37.5526084899902,"02","2019","NO2"
"425","moshi",1,38.2902603149414,"02","2019","NO2"
"426","moshi",1,39.5895500183105,"02","2019","NO2"
"427","moshi",1,39.2101058959961,"02","2019","NO2"
"428","moshi",1,39.0046157836914,"02","2019","NO2"
"429","moshi",1,39.7274360656738,"02","2019","NO2"
"430","moshi",1,39.7274360656738,"02","2019","NO2"
"431","moshi",1,40.3639984130859,"02","2019","NO2"
"432","moshi",1,40.2845611572266,"02","2019","NO2"
"433","moshi",1,40.2845611572266,"02","2019","NO2"
"434","moshi",1,40.2457962036133,"02","2019","NO2"
"435","moshi",1,40.145622253418,"02","2019","NO2"
"436","moshi",1,40.145622253418,"02","2019","NO2"
"437","moshi",1,39.5895500183105,"02","2019","NO2"
"438","moshi",1,39.2101058959961,"02","2019","NO2"
"439","moshi",1,39.0046157836914,"02","2019","NO2"
"440","moshi",1,39.7274360656738,"02","2019","NO2"
"441","moshi",1,39.7274360656738,"02","2019","NO2"
"442","moshi",1,40.3639984130859,"02","2019","NO2"
"443","moshi",1,40.2845611572266,"02","2019","NO2"
"444","moshi",1,40.2845611572266,"02","2019","NO2"
"445","moshi",1,40.2457962036133,"02","2019","NO2"
"446","moshi",1,40.145622253418,"02","2019","NO2"
"447","moshi",1,39.9516372680664,"02","2019","NO2"
"448","moshi",1,42.1896209716797,"02","2019","NO2"
"449","moshi",1,42.5949287414551,"02","2019","NO2"
"450","moshi",1,42.5949287414551,"02","2019","NO2"
"451","moshi",1,43.3868064880371,"02","2019","NO2"
"452","moshi",1,41.0558586120605,"02","2019","NO2"
"453","moshi",1,40.849048614502,"02","2019","NO2"
"454","moshi",1,40.849048614502,"02","2019","NO2"
"455","moshi",1,41.7851142883301,"02","2019","NO2"
"456","moshi",1,41.769718170166,"02","2019","NO2"
"457","moshi",1,39.804500579834,"03","2019","NO2"
"458","moshi",1,39.804500579834,"03","2019","NO2"
"459","moshi",1,40.1460762023926,"03","2019","NO2"
"460","moshi",1,40.148063659668,"03","2019","NO2"
"461","moshi",1,40.148063659668,"03","2019","NO2"
"462","moshi",1,40.148063659668,"03","2019","NO2"
"463","moshi",1,39.8792839050293,"03","2019","NO2"
"464","moshi",1,40.148063659668,"03","2019","NO2"
"465","moshi",1,39.8642044067383,"03","2019","NO2"
"466","moshi",1,39.8642044067383,"03","2019","NO2"
"467","moshi",1,40.8533744812012,"03","2019","NO2"
"468","moshi",1,40.148063659668,"03","2019","NO2"
"469","moshi",1,39.159782409668,"03","2019","NO2"
"470","moshi",1,39.2980728149414,"03","2019","NO2"
"471","moshi",1,40.4318161010742,"03","2019","NO2"
"472","moshi",1,40.5796203613281,"03","2019","NO2"
"473","moshi",1,40.1737747192383,"03","2019","NO2"
"474","moshi",1,40.0252723693848,"03","2019","NO2"
"475","moshi",1,40.4116477966309,"03","2019","NO2"
"476","moshi",1,40.4116477966309,"03","2019","NO2"
"477","moshi",1,40.7542266845703,"03","2019","NO2"
"478","moshi",1,39.3368644714355,"03","2019","NO2"
"479","moshi",1,40.4146766662598,"03","2019","NO2"
"480","moshi",1,38.8361129760742,"03","2019","NO2"
"481","moshi",1,38.4810562133789,"03","2019","NO2"
"482","moshi",1,38.2426261901855,"03","2019","NO2"
"483","moshi",1,41.5292930603027,"03","2019","NO2"
"484","moshi",1,40.6181106567383,"03","2019","NO2"
"485","moshi",1,40.148063659668,"03","2019","NO2"
"486","moshi",1,40.9389381408691,"03","2019","NO2"
"487","moshi",1,40.9389381408691,"03","2019","NO2"
"488","moshi",1,39.8271675109863,"03","2019","NO2"
"489","moshi",1,38.4751205444336,"03","2019","NO2"
"490","moshi",1,38.5892639160156,"03","2019","NO2"
"491","moshi",1,38.8877792358398,"03","2019","NO2"
"492","moshi",1,38.4810562133789,"03","2019","NO2"
"493","moshi",1,38.1454048156738,"03","2019","NO2"
"494","moshi",1,41.5292930603027,"03","2019","NO2"
"495","moshi",1,40.6181106567383,"03","2019","NO2"
"496","moshi",1,40.148063659668,"03","2019","NO2"
"497","moshi",1,40.9389381408691,"03","2019","NO2"
"498","moshi",1,40.9389381408691,"03","2019","NO2"
"499","moshi",1,39.8271675109863,"03","2019","NO2"
"500","moshi",1,38.4751205444336,"03","2019","NO2"
